epoch,dense_1_categorical_accuracy,dense_1_loss,dense_2_categorical_accuracy,dense_2_loss,dense_3_categorical_accuracy,dense_3_loss,loss
0,0.6862359642982483,1.4879531860351562,0.6814887523651123,1.285149335861206,0.686910092830658,1.2753328084945679,3.9155545234680176
